isVegi;vegiLabel;name;content
"0";"fleisch";"ell";"Hoki Filet (FAO 81) mit Kokos-Ingwer Dip Glasnudeln Asiatisches Wokgemüse"
"1";"vegi";"Tannenbowl Vegetarian";"Gyoza mit Edamame, Karotten,  Blattspinat, Sojasprossen, Mango, Koriander, Ingwer und Chili Basmatireis oder Sobanudeln Sweet Chili Soja-Sauce oder Miso-Bouillon"
"0";"fleisch";"Tannenbowl Meat";"Chicken mit Edamame, Karotten,  Blattspinat, Sojasprossen, Mango, Koriander, Ingwer und Chili Basmatireis oder Sobanudeln Sweet Chili Soja-Sauce oder Miso-Bouillon"
"0";"fleisch";"Tannenbowl Fish";"MSC Salmon mit Edamame, Karotten,  Blattspinat, Sojasprossen, Mango, Koriander, Ingwer und Chili Basmatireis oder Sobanudeln Sweet Chili Soja-Sauce oder Miso-Bouillon"
"1";"vegi";"green daily";"Panierte Mozzarella Sticks Tomaten-Dip Spargel-Risotto Zucchettigemüse"
"0";"fleisch";"STREET";"MSC- Albacore Thuna mit Sesam, Edamame, Karotten,  Blattspinat, Sojasprossen, Mango, Koriander, Ingwer und Chili Basmatireis Sweet Chili Soja-Sauce"
"1";"vegi";"GARDEN";"Cauliflower and Cheese Medallion Kartoffelsalat mit Tomaten und Frühlingszwiebeln Rote Kabis"
"0";"fleisch";"HOME";"G' Hackets mit Hörnli Apfelmus"
"0";"fleisch";"pizza bella italia";"Pizza al salame mit hausgemachter Tomatensauce Salami und frischen Basilikumblätter Saisonsalat"
"1";"vegi";"Vegi Menü";"Gemüse Pastetli  mit Cremesauce  Risi Bisi  Tagessalat "
"0";"fleisch";"Classic Menü";"Rindsburger   BBQ Sauce Ofenkartoffeln  Tagessalat "
"0";"fleisch";"food market dinner";"Poulet Cordon bleu mit Aiolisauce Pommes frites  Gemüse Zitronenschnitz"
"1";"vegi";"food market vegi";"Vegetarische Nuggets Cocktailsauce Pommes frites Gemüse"
"0";"fleisch";"WOK STREET";"SAGURA Thunfisch oder Schweizer Schwein Teriyakisauce Kalte Peperoni - Gurken - Wakamesalat Jasminreis  Add on: Fried Rice (+1.00/1.50)"
"1";"vegi";"WOK GREEN";"MIDORI Geräucherter Bio Tofu Teriyakisauce Kalte Peperoni - Gurken - Wakamesalat  Jasminreis  Add on: Fried Rice (+1.00/1.50)"
"0";"fleisch";"DELIGHT";"SATAY Schweizer Pouletragout  Erdnusssauce Reisnudeln kalte Gurken - rote Zwiebelsalat  Add on: XXL (+1.00/1.50)"
"1";"vegi";"GARDEN";"LAL BAGH Veganes Indisches Gemüsecurry Süsskartoffeln, Auberginen, Erbsen, Kartoffeln, Pfälzer, Zwiebeln, Ingwer, Knoblauch Zitronenreis  Add on: XXL (+1.00/1.50)"
"0";"fleisch";"fire";"Pastagratin mit "Brätchügeli" mit Erbsen und Karotten Apfelmus"
"0";"fleisch";"grill";"s Panierte Hönggi Ohr Paniertes Schweinshalsschnitzel(180gr) Pommes frites Zucchetti"
"0";"fleisch";"Hausgemachte Pizza";"Pizza Capricciosa Ofenfrische Pizza mit Tomaten, Mozzarella, Vorderschinken, Ei und Champignons"
"0";"fleisch";"Minestra";"Zuppa "Gulasch" Ungarische Gulaschsuppe Serviert mit einem Kleinbrot"
"0";"fleisch";"Chicken Meatballs";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN MEATBALLS<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Tofu";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">MARINATED TOFU<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Grilled Beef";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">GRILLED BEEF<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Chicken Satay";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN SATAY<span class="icon"></span></a> Veggie Sauce "
"0";"fleisch";"ell";"Meerhechtfilet (ES) Zitronensauce und Kürbiskernen Salzkartoffeln Frühlingsgemüse"
"1";"vegi";"Tannenbowl Vegetarian";"Dim Sum mit Edamame, Karotten,  Pak Choi, Sojasprossen, Avocado, Koriander, Ingwer und Chili Quinoa oder Sobanudeln Teryaki-Sauce oder Miso-Bouillon"
"0";"fleisch";"Tannenbowl Meat";"Chicken mit Edamame, Karotten,  Pak Choi, Sojasprossen, Avocado, Koriander, Ingwer und Chili Quinoa oder Sobanudeln Teryaki-Sauce oder Miso-Bouillon"
"0";"fleisch";"Tannenbowl Fish";"Crevetten mit Edamame, Karotten,  Pak Choi, Sojasprossen, Avocado, Koriander, Ingwer und Chili Quinoa oder Sobanudeln Teryaki-Sauce oder Miso-Bouillon"
"1";"vegi";"green daily";"Super Food DAY Eier-Omelette mit Pesto Ratatouille Broccoli mit Kernen"
"0";"fleisch";"LOCAL";"Chia Chicken Pouletbrust mit Chiapanade Salbeisauce Pommes Croquettes Auberginen mit Oregano"
"0";"fleisch";"STREET";"Quesadillas gefüllt mit Kalbfleisch Cheddar, Peperoni,   Mais und Bohnen Guacamole"
"0";"fleisch";"HOME";"Beef Köfte Joghurtsauce mit Dill Couscous mit Kichererbsen,  Karotten, Zucchetti, Peperoni,  und Stangensellerie"
"0";"fleisch";"SOUP";"Coconut Soup mit Poulet  und Gemüsestreifen"
"0";"fleisch";"pizza mamma mia";"Pizza capricciosa mit hausgemachter Tomatensauce, pikanter Salami, Peperoni und Mozzarella Saisonsalat"
"0";"fleisch";"pasta della nonna";"Asia Gebratene Glasnudeln, Pouletstreifen,  Sojasauce, Ei, Wok Gemüse und Koriander  Saisonsalat"
"0";"fleisch";"Trailerburger";"Trailer Burger Schweizer Rindfleisch, Brioche Bun, Eisbergsalat, Tomaten, Essiggurke,  Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Quesadillas gefüllt mit Kalbfleisch Cheddar, Peperoni,   Mais und Bohnen Guacamole"
"0";"fleisch";"Trailersalat";""Gloria Salad" Bunter Frühlingssalat mit Mozzarellakugeln, Erdbeeren, Rohschinken, Eiern, Pilzen und Bärlauch-Rhabarberdressing"
"1";"vegi";"Vegi Menü";"Gnocchi an Tomatensauce mit Gemüse  und Pilzen Reibkäse  Tagessalat "
"0";"fleisch";"Classic Menü";"Pouletbrust Olivensauce  Teigwaren Gemüse  "
"0";"fleisch";"HOME ABEND";"Gnocchi & Serrano Kartoffelgnocchi mit Zucchetti, Serranoschinken, Tomaten  und Rucola"
"1";"vegi";"GARDEN ABEND";"Palak Paneer mit indischem Frischkäse, Spinat, Joghurt, Kurkuma und Curry Lemon Rice"
"0";"fleisch";"SOUP";"Coconut Soup mit Poulet  und Gemüsestreifen"
"0";"fleisch";"food market dinner";"Fleischkäse Rosmarin-Rotwein-Jus Pasta Gemüse"
"0";"fleisch";"food market special";"Pizza amerciana mit hausgemachter Tomatensauce, Mozzarella, Wienerli  und Dill Saisonsalat"
"0";"fleisch";"WOK STREET";"RENDANG Lamm Malaiische Currysauce Auberginen, Zucchetti, Karotten Basmatireis  Add on: Fried Rice (+1.00/1.50)"
"1";"vegi";"WOK GREEN";"RENDANG Hausgemachter Saitan Malaiische Currysauce Auberginen, Zucchetti, Karotten Basmatireis  Add on: Fried Rice (+1.00/1.50)"
"0";"fleisch";"DELIGHT";"HEBEI MSC Dorsch Rückenfilet Black Bean Sauce Parfumreis  Kohlrabi, Mais, Chili  Add on: XXL (+1.00/1.50)"
"0";"fleisch";"fire";"Schweinsvoressen Polenta Peperonata"
"0";"fleisch";"grill";"Let`s start BBQ-Grill Salat vom Buffet oder Kartoffelgratin Grill-Schnecke mit Senf und Brot"
"0";"fleisch";"flame";"Let`s start BBQ-Grill Salat vom Buffet oder Kartoffelgratin Roastbeef mit  Bernaise -Sauce und Brot"
"0";"fleisch";"Pasta";"Pasta con gorgonzola e speck Pasta an Gorgonzolasauce mit Speck"
"0";"fleisch";"Tagesangebot";"Schweinefleisch-Erdnuss Curry Gemüse Basmatireis"
"1";"vegi";"Vegetarisch";"Linsen Daal Gemüse Basmatireis"
"0";"fleisch";"Wochenangebot";"Tamarinden-Erdnuss Lamm Curry Gemüse Basmatireis"
"0";"fleisch";"Chicken Meatballs";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN MEATBALLS<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Tofu";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">MARINATED TOFU<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Grilled Beef";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">GRILLED BEEF<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Chicken Satay";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN SATAY<span class="icon"></span></a> Veggie Sauce "
"0";"fleisch";"ell";"Spargelragout mit Siedfleisch an Pommerysenfsauce Trockenreis Tagessalat"
"0";"fleisch";"classic";"Pasta al forno mit Rindfleischsauce und Gemüse mit Mozzarella überbacken Tagessalat"
"1";"vegi";"pasta";"Gnocchi "Leonardo" Lauch, getrocknete Tomaten und Peperoni Reibkäse Tagessalat"
"1";"vegi";"pot&spoon";"Walliser Tomatenrisotto mit Mascarpone und Oregano Reibkäse Tagessalat"
"1";"vegi";"Tannenbowl Vegetarian";"Dim Sum mit Edamame, Karotten,  Pak Choi, Sojasprossen, Avocado, Koriander, Ingwer und Chili Quinoa oder Sobanudeln Teryaki-Sauce oder Miso-Bouillon"
"0";"fleisch";"Tannenbowl Meat";"Chicken mit Edamame, Karotten,  Pak Choi, Sojasprossen, Avocado, Koriander, Ingwer und Chili Quinoa oder Sobanudeln Teryaki-Sauce oder Miso-Bouillon"
"0";"fleisch";"Tannenbowl Fish";"Crevetten mit Edamame, Karotten,  Pak Choi, Sojasprossen, Avocado, Koriander, Ingwer und Chili Quinoa oder Sobanudeln Teryaki-Sauce oder Miso-Bouillon"
"1";"vegi";"green daily";"Gebackene Süsskartoffeln mit Mangold, Kichererbsen und Ziegenkäse Radieschen-Vinaigrette sautierte Zucchetti Tomatenragout"
"0";"fleisch";"LOCAL";"Schweinsnierstück auf  Alpenheu gegart Grüne Veltlinersauce Spätzli Bohnen im Speckmantel"
"0";"fleisch";"STREET";"Wesley Special Chicken Tonkatsu Reis Gemüse"
"1";"vegi";"GARDEN";"Halloumi-Gemüseeintopf mit Urkartoffeln"
"0";"fleisch";"HOME";"Kabeljau "Multikorn" mit Tomatensauce Spaghetti Reibkäse Broccoli"
"0";"fleisch";"pizza mamma mia";"Pizza alla carbonara mit hausgemachter Tomatensauce, Speckwürfel, Ei und Mozzarella Saisonsalat"
"0";"fleisch";"pasta della nonna";"Riminesi all`aglio Bärlauch-Pesto, Spargeln und Parmaschinken Saisonsalat"
"0";"fleisch";"pasta deliziosa";"Lasagne fatte in casa mit hausgameachter Tomatensauce, Rindbolognese und Mozzarella überbacken Saisonsalat"
"0";"fleisch";"Trailerburger";"Trailer Burger Schweizer Rindfleisch, Brioche Bun, Eisbergsalat, Tomaten, Essiggurke,  Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Kabeljau "Multikorn" mit Tomatensauce Spaghetti Reibkäse Broccoli"
"0";"fleisch";"Trailersalat";""Gloria Salad" Bunter Frühlingssalat mit Mozzarellakugeln, Erdbeeren, Rohschinken, Eiern, Pilzen und Bärlauch-Rhabarberdressing"
"1";"vegi";"Vegi Menü";"Polenta con verdura  mit Mischgemüse  und Käse überbacken  Tagessalat  "
"0";"fleisch";"Classic Menü";"Schweinefleisch Kokoscurry  Basmati Reis  Tagessalat "
"0";"fleisch";"HOME ABEND";"Kalbsbratwurst Senf Kartoffelsalat Rotkabis"
"1";"vegi";"GARDEN ABEND";"Käsewähe "Greyerzer Art" Glasierte Karotten"
"0";"fleisch";"food market dinner";"Pochertes Fischfilet Reis Rahmspinat"
"0";"fleisch";"food market fitness";"Fitnessteller mit diversen hausgemachten Salaten frittierte Poulet frühlingsrolle, Sweet-Chilli Sauce Focaccia (+Portion Pommes frites4.50.-)"
"0";"fleisch";"WOK STREET";"PRIG PAU Schweizer Poulet geröstete Chiliöl Sauce Lauch, rote Zwiebeln, Peperoni Jasminreis  Add on: Fried Rice (+1.00/1.50)"
"1";"vegi";"WOK GREEN";"PRIG YANG Frischer Mais geröstete Chiliöl Sauce Lauch, rote Zwiebeln, Peperoni Jasminreis  Add on: Fried Rice (+1.00/1.50)"
"0";"fleisch";"DELIGHT";"NÜA TUN Rindragout Sternanis - Zimt - Galangasauce Weizennudeln Karotten, Pfälzer, Ingwer, Sesam  Add on: XXL (+1.00/1.50)"
"1";"vegi";"GARDEN";"DAAL KARRY Veganes Indisches Curry Linsen, Karotten, Pfälzer, Zucchetti Basmatireis  Add on: XXL (+1.00/1.50)"
"0";"fleisch";"fire";"Gebackene Calamares Zitronen-Quark-Dip Kartoffelwürfel glasierte Karotten"
"0";"fleisch";"grill";"Let`s start BBQ-Grill Salat vom Buffet oder Kartoffelgratin Geräucherter Schweinshals-Braten mit Senf und Brot"
"0";"fleisch";"flame";"Let`s start BBQ-Grill Salat vom Buffet oder Kartoffelgratin Mixed Grill-Spiess mit Hausgemachter Kräuterbutter und Brot"
"0";"fleisch";"Hausgemachte Pizza";"Pizza con prosciutto e funghi Ofenfrische Pizza mit Schinken und Champignons"
"0";"fleisch";"Tagesangebot";"Hoki Filet Curry Gemüse Basmatireis"
"1";"vegi";"Vegetarisch";"Süsskartoffel-Nuss Curry Gemüse Basmatireis"
"0";"fleisch";"Wochenangebot";"Tamarinden-Erdnuss-Lamm Curry Gemüse Basmatireis"
"0";"fleisch";"Chicken Meatballs";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN MEATBALLS<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Tofu";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">MARINATED TOFU<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Grilled Beef";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">GRILLED BEEF<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Chicken Satay";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN SATAY<span class="icon"></span></a> Veggie Sauce "
"0";"fleisch";"classic";"Ayum Betutu Balinesisches Wok Gericht mit Schweinefleisch Basmatireis und Tagessalat"
"0";"fleisch";"pasta";"Tagliatelle mit Tomaten, Speck und Peperoncini an Parmesansauce Tagessalat"
"1";"vegi";"veggie";"Röstitaschen gefüllt mit Käse und Kräutern Kresse-Joghurt Dip Salatgarnitur"
"0";"fleisch";"ell";"Pouletgeschnetzeltes (PL) an Stroganoffsauce Bratkartoffeln Knackerbsen"
"0";"fleisch";"pot&spoon";"Kalbsbrätkügeli an Champignon Sauce Trockenreis Tagessalat"
"1";"vegi";"Tannenbowl Vegetarian";"Dim Sum mit Edamame, Karotten,  Pak Choi, Sojasprossen, Avocado, Koriander, Ingwer und Chili Quinoa oder Sobanudeln Teryaki-Sauce oder Miso-Bouillon"
"0";"fleisch";"Tannenbowl Meat";"Chicken mit Edamame, Karotten,  Pak Choi, Sojasprossen, Avocado, Koriander, Ingwer und Chili Quinoa oder Sobanudeln Teryaki-Sauce oder Miso-Bouillon"
"0";"fleisch";"Tannenbowl Fish";"Crevetten mit Edamame, Karotten,  Pak Choi, Sojasprossen, Avocado, Koriander, Ingwer und Chili Quinoa oder Sobanudeln Teryaki-Sauce oder Miso-Bouillon"
"1";"vegi";"green daily";"Vegan DAY Sri Lanka Auberginencurry von Viji Jasminreis Pfälzerkarotten mit Sesam"
"0";"fleisch";"LOCAL";"New Swiss Kitchen Pouletschenkelsteak mariniert mit Alpenkräuter  Chili-Kokosdip Erbsen-Minzstock Basilikum-Parmesanwaffel"
"0";"fleisch";"STREET";"La hamburguesa d'España Saftiges Rindshackfleisch im Brioche Bun, Tortilla, Knoblauch-Dip, Chorizo,  Eisberg und Nachos"
"1";"vegi";"GARDEN";"Vegan Day Jägernudeln mit Quornbolognaise Grillgemüse Tagessalat"
"0";"fleisch";"HOME";"Porc à la russe Schweinsstreifen mit Vodkasauce Pilawreis Zucchetti Mixed Pickles"
"0";"fleisch";"pizza mamma mia";"Pizza asparagi e salmone mit hausgemachter Tomatensauce, grünen Spargeln, Rauchlachs und Hollandaise Sauce Saisonsalat"
"0";"fleisch";"pasta classica";"Pasta al curry mit Currysauce und Kalbsbrätkügelchen Saisonsalat"
"0";"fleisch";"pasta della nonna";"Pasta all`amatriciana mit hausgemachter Tomatensauce, Knoblauch, Speck, Basilikum und Mascarpone Saisonsalat"
"0";"fleisch";"pasta deliziosa";"Risotto agli asparagi Spargelrisotto mit Lammstreifen und Morcheln Saisonsalat"
"0";"fleisch";"Trailerburger";"Trailer Burger Schweizer Rindfleisch, Brioche Bun, Eisbergsalat, Tomaten, Essiggurke,  Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Katsu Chicken Asia-Salat Sojasauce"
"1";"vegi";"Garden";"Vegan Day Jägernudeln mit Quornbolognaise Grillgemüse Tagessalat"
"0";"fleisch";"Trailersalat";""Gloria Salad" Bunter Frühlingssalat mit Mozzarellakugeln, Erdbeeren, Rohschinken, Eiern, Pilzen und Bärlauch-Rhabarberdressing"
"1";"vegi";"Vegi Menü";"Gebratene Nudeln mit knackigem Gemüse Frühlingsrollen mit Chili Dip Tagessalat "
"0";"fleisch";"Classic Menü";"Pasta al forno  Rindfleisch und Gemüse  mit Mozzarella überbacken  Tagessalat   "
"0";"fleisch";"HOME ABEND";"Tortellini di carne gefüllt mit Rindfleisch, Rahmsauce, Broccoli, Erbsen, Romanesco  und Kräutern"
"0";"fleisch";"FREE CHOICE";"Güggeli Abig Katsu Chicken Asia-Salat Sojasauce"
"0";"fleisch";"food market dinner";"Schweinsragout nach Grossmutter Art Pasta Buntes Gemüse"
"1";"vegi";"food market vegi";"Vegetarisches Moussaka mit Gemüse und Feta überbacken Saisonsalat"
"0";"fleisch";"food market special";"Pizza cruda Hausgemachter Tomatensauce, Rohschinken und Mozzarella Saisonsalat"
"0";"fleisch";"food market fitness";"Fitnessteller mit diversen hausgemachten Salaten MSC Fischknusperli,Tartarsauce Focaccia  (+Portion Pommes frites4.50.-)"
"0";"fleisch";"WOK STREET";"MAHA Strauss Streifen Zitronengras - Austern - Chilisauce Karotten, Bohnen, Champignon Basmatireis  Add on: Fried Rice (+1.00/1.50)"
"1";"vegi";"WOK GREEN";"NAKOHN Grüne Spargeln Zitronengras - Chilisauce Karotten, Bohnen, Champignon Basmatireis  Add on: Fried Rice (+1.00/1.50)"
"0";"fleisch";"DELIGHT";"MURGH XACUTI Kalbshack - Tätschchen  nach Goa Art Tamarindenpaste - Kokossnussmilch  Basmatireis Bohnen, Peperoncini, Tamarinde  Add on: XXL (+1.00/1.50)"
"1";"vegi";"GARDEN";"XIANGSHAN Chinesisches Eintopfgericht Karotten, Zucchetti, Chinakohl Wai Wai Nudeln  Add on: XXL (+1.00/1.50)"
"0";"fleisch";"fire";"Pouletgeschnetzeltes Senf-Rahmsauce Reis Buntes Gemüse"
"0";"fleisch";"grill";"Grill auf der Terrasse Salatvariation vom Buffet Käse-Griller (Wurst) mit Senf und Brot"
"0";"fleisch";"flame";"Grill auf der Terrasse Salatvariationen vom Buffet Schweins Nuss Schnitzel mit Honig mariniert mit Senf und Brot"
"0";"fleisch";"Insalata";"Insalata "California" Gemischte Salate mit Eisbergsalat, Mais, Speck und Croutons Serviert mit einer Beilage aus dem Korb"
"0";"fleisch";"Tagesangebot";"Hoki Fisch Filet Curry (FAO 81) Gemüse Basmatireis"
"1";"vegi";"Vegetarisch";"Kichererbsen Curry Gemüse Basmatireis"
"0";"fleisch";"Wochenangebot";"Tamarinden-Erdnuss-Lamm Curry Gemüse Basmatireis"
"0";"fleisch";"Chicken Meatballs";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN MEATBALLS<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Tofu";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">MARINATED TOFU<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Grilled Beef";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">GRILLED BEEF<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Chicken Satay";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN SATAY<span class="icon"></span></a> Veggie Sauce "
"0";"fleisch";"ell";"Risotto "Fruti di mare" mit Meeresfrüchten, Gemüse und frischen Kräutern Tagessalat"
"0";"fleisch";"classic";"Poulet (CH) Tajine mit Pflaumen Kartoffeln mit Oliven Gemüse Randen Hummus"
"1";"vegi";"veggie";"Piadina gefüllt mit mediterranem Gemüse Mozzarellakäse und Rucola Garniert mit Salaten"
"0";"fleisch";"pot&spoon";"Pealla Valenziana mit Safran, Poulet und weissen Bohnen Tagessalat"
"1";"vegi";"Tannenbowl Vegetarian";"Dim Sum mit Edamame, Karotten,  Pak Choi, Sojasprossen, Avocado, Koriander, Ingwer und Chili Quinoa oder Sobanudeln Teryaki-Sauce oder Miso-Bouillon"
"0";"fleisch";"Tannenbowl Meat";"Chicken mit Edamame, Karotten,  Pak Choi, Sojasprossen, Avocado, Koriander, Ingwer und Chili Quinoa oder Sobanudeln Teryaki-Sauce oder Miso-Bouillon"
"0";"fleisch";"Tannenbowl Fish";"Crevetten mit Edamame, Karotten,  Pak Choi, Sojasprossen, Avocado, Koriander, Ingwer und Chili Quinoa oder Sobanudeln Teryaki-Sauce oder Miso-Bouillon"
"1";"vegi";"green daily";"Champignonragout Teigwaren-Spätzli Blattspinat"
"0";"fleisch";"LOCAL";"Mixed Grillspiess Absinthrisotto mit Cicorinostreifen Peperonata"
"0";"fleisch";"STREET";"Schnitzeljagd Poulet Cordon bleu Pommes frites  Romanesco mit Mandeln Zitronenschnitz"
"1";"vegi";"GARDEN";"Spätzle Roquefort mit Bohnen, Pfälzer,  Champignons, Spinat, Portulak und Kernen"
"0";"fleisch";"HOME";"Spargel-Fleischkäse Rote Zwiebelsauce Polenta Fenchel"
"0";"fleisch";"pizza mamma mia";"Pizza bolognese mit hausgemachter Rindsbolognese, Mozzarella und Basilikum Saisonsalat"
"0";"fleisch";"pasta classica";"Pasta “al povero diavolo” hausgemachte Tomatensauce, Chili, Knoblauch, Chorizo Julienne und Mozzarella Saisonsalat"
"0";"fleisch";"pasta della nonna";"Pasta e pesce gebratenes Forellenfilet,  mit Romanesco, Kirschtomaten, Steinpilzen und Rahmsauce  Saisonsalat"
"0";"fleisch";"pasta deliziosa";"Panzerotti con ricotta e spinaci mit Café de paris Sauce, Schinkenwürfel  und Zucchetti Stäbchen Saisonsalat"
"0";"fleisch";"Trailerburger";"Trailer Burger Schweizer Rindfleisch, Brioche Bun, Eisbergsalat, Tomaten, Essiggurke,  Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Schnitzeljagd Poulet Cordon bleu Pommes frites  Romanesco mit Mandeln Zitronenschnitz"
"1";"vegi";"Garden";"Spätzle Roquefort mit Bohnen, Pfälzer,  Champignons, Spinat, Portulak und Kernen"
"0";"fleisch";"Trailersalat";""Gloria Salad" Bunter Frühlingssalat mit Mozzarellakugeln, Erdbeeren, Rohschinken, Eiern, Pilzen und Bärlauch-Rhabarberdressing"
"1";"vegi";"Vegi Menü";"Risotto mit Lauch und gebratenen Pilzen Rucola Tagessalat "
"0";"fleisch";"Classic Menü";"Hoki Filet Müllerinen Art (FAO81) Salzkartoffeln  Blattspinat  "
"0";"fleisch";"HOME ABEND";"Beef Patty Ketchup Bratkartoffeln Grüne Bohnen mit Kümmel"
"1";"vegi";"GARDEN ABEND";"Laksa Curry mit Quorn, Chili und Kokos Basmatireis"
"0";"fleisch";"food market dinner";"Chicken Nuggets Cocktailsauce Pommes frites Gemüse"
"1";"vegi";"food market vegi";"Panierte Champignon-Köpfe Zitronenschnitze Pommes frites Gemüse"
"0";"fleisch";"food market fitness";"Fitnessteller mit diversen hausgemachten Salaten paniertes Schweinsschnitzel, Focaccia und Zitronenschnitz (+Portion Pommes frites4.50.-)"
"0";"fleisch";"WOK STREET";"GAENG PED Schweizer Rind rote Thaicurrysauce - pikant Auberginen, Pfälzer, Karotten, süsser Thai Basilikum Jasminreis  Add on: Fried Rice (+ 1.00/1.50)"
"1";"vegi";"WOK GREEN";"GAENG HED Valess (Milchprodukt) rote Thaicurrysauce - pikant Auberginen, Pfälzer, Karotten, süsser Thai Basilikum Jasminreis  Add on: Fried Rice (+ 1.00/1.50)"
"0";"fleisch";"DELIGHT";"DÄJANG Schweizer Schweingeschnetzeltes Koreanische Art Birne - Sojasauce Nestnudeln Zucchetti, Champignon, Sambal  Add on: XXL (+1.00/1.50)"
"1";"vegi";"GARDEN";"WELIGAMA Avocado - Quinoa Burger roter Sesambun  Curry - Mango Dip Kokoskartoffeln Tomaten - Gurken Raita  Add on: XXL (+1.00/1.50)"
"0";"fleisch";"fire";"Frikadellen Rosmarinsauce Kartoffelstock Broccoli"
"0";"fleisch";"grill";"Grill auf der Terrasse Salatvariation vom Buffet Kalbsbratwurst mit Senf und Brot"
"0";"fleisch";"flame";"Geschlossen"
"0";"fleisch";"Pasta";"Pasta con polpette Pasta mit Tomatensauce, Majoran und Hackfleischbällchen"
"0";"fleisch";"Tagesangebot";"Hoki Fisch Filet Curry (FAO 81) Gemüse Basmatireis"
"1";"vegi";"Vegetarisch";"Kichererbsen-Auberginen Curry Gemüse Basmatireis"
"0";"fleisch";"Wochenangebot";"Tamarinden-Erdnuss Lamm Curry Gemüse Basmatireis"
"0";"fleisch";"Chicken Meatballs";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN MEATBALLS<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Tofu";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">MARINATED TOFU<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Grilled Beef";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">GRILLED BEEF<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Chicken Satay";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN SATAY<span class="icon"></span></a> Veggie Sauce "
"1";"vegi";"classic";"Maisburger "Tijuana" mit Tomaten-Bohnen  Salsa Ofenkartoffeln Tagessalat"
"0";"fleisch";"ell";"Rotes Thaicurry mit Schweinefleisch Gemüse und Basmati Reis Tagessalat"
